NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1453,서울특별시 금천구 독산동,962-32,962,32,명도힐스티지,29.63,202306,8,"27,700",-,5,-,-,2019,독산로 337,-,직거래,-,23.06.08
1454,서울특별시 강서구 화곡동,1076-9,1076,9,NS파크APT,29.93,202306,8,"28,000",1,7,-,-,2018,화곡로 176-22,-,중개거래,서울 강서구,23.07.10
1455,서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.99,202306,8,"100,000",118,28,-,-,2019,숭인로 50,-,중개거래,서울 성북구,23.09.12
1456,서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.99,202306,8,"97,500",118,32,-,-,2019,숭인로 50,-,중개거래,서울 성북구 서울 종로구,23.08.31
1457,서울특별시 노원구 월계동,929,929,0,현대,59.95,202306,8,"52,000",107,1,-,-,2000,석계로 49,-,중개거래,서울 노원구,23.08.29
1458,서울특별시 성북구 정릉동,1035,1035,0,정릉2차e-편한세상,59.37,202306,8,"66,500",106,9,-,-,2009,북악산로 851,-,중개거래,서울 성북구,23.09.25
1459,서울특별시 성북구 하월곡동,228,228,0,꿈의숲푸르지오,59.65,202306,8,"65,000",107,14,-,-,2010,오패산로16가길 40,-,중개거래,서울 성북구,23.08.18
1460,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,59.92,202306,8,"83,000",205,9,-,-,2003,월드컵북로47길 46,-,중개거래,서울 마포구,23.10.13
1461,서울특별시 도봉구 도봉동,641,641,0,서원,59.51,202306,8,"44,500",106,6,-,-,1996,마들로 684-19,-,중개거래,서울 도봉구,23.08.17
1462,서울특별시 용산구 문배동,24-8,24,8,프라임펠리스,13.69,202306,8,"16,300",1,17,-,-,2012,백범로90길 38,-,중개거래,서울 용산구,23.06.19
1463,서울특별시 마포구 성산동,446,446,0,성산시영(유원),59.43,202306,8,"105,300",4,6,-,-,1986,월드컵북로 235,-,중개거래,서울 마포구,23.08.10
1464,서울특별시 마포구 성산동,446,446,0,성산시영(대우),50.03,202306,8,"87,700",30,14,-,-,1986,월드컵북로 260,-,중개거래,서울 마포구 서울 서대문구,23.07.10
1465,서울특별시 성동구 성수동1가,704,704,0,한진타운,59.4,202306,8,"112,000",105,2,-,-,1994,뚝섬로 310,-,중개거래,서울 성동구,23.08.01
1466,서울특별시 광진구 광장동,566,566,0,청구,59.95,202306,8,"89,000",103,6,-,-,1996,아차산로 503-23,-,중개거래,서울 광진구,23.08.10
1467,서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202306,8,"91,300",207,5,-,-,2002,도신로29길 28,-,중개거래,서울 영등포구,23.08.25
1468,서울특별시 영등포구 양평동1가,20,20,0,신동아,50.81,202306,8,"65,000",-,1,-,-,1982,영등포로12길 8,20230913,중개거래,서울 영등포구,-
1469,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.78,202306,8,"46,000",104,14,-,-,1990,동일로207길 18,-,중개거래,서울 광진구 서울 노원구,23.08.25
1470,서울특별시 노원구 공릉동,746,746,0,화랑해링턴플레이스아파트,59.84,202306,8,"54,900",102,10,-,-,1999,공릉로34길 45,-,중개거래,서울 노원구,23.09.20
1471,서울특별시 서대문구 남가좌동,377,377,0,DMC래미안클라시스,59.59,202306,8,"65,500",113,3,-,-,2000,증가로 191,-,중개거래,서울 서대문구,23.08.30
1472,서울특별시 강서구 염창동,258-1,258,1,동아3,59.7,202306,8,"72,000",301,16,-,-,1999,양천로 731,-,중개거래,서울 강서구,23.07.24
1473,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202306,8,"15,350",도시형생활주택,21,-,-,2015,천호대로 257,-,중개거래,서울 동대문구,23.07.25
1474,서울특별시 마포구 성산동,446,446,0,성산시영(대우),50.03,202306,8,"87,700",32,6,-,-,1986,월드컵북로 260,-,중개거래,서울 마포구,23.08.18
1475,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,49.92,202306,8,"154,000",102,7,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.12.22
1476,서울특별시 송파구 가락동,78-1,78,1,한화오벨리스크,25.32,202306,8,"17,500",-,20,-,-,2004,중대로 127,-,중개거래,서울 송파구,23.07.11
1477,서울특별시 중랑구 신내동,661,661,0,신내11대명,39.76,202306,8,"36,000",1105,12,-,-,1996,봉화산로 193,-,중개거래,서울 중랑구,23.09.20
1478,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202306,8,"190,000",222,6,-,-,2019,선릉로 8,-,중개거래,서울 강남구,23.10.13
1479,서울특별시 노원구 하계동,284,284,0,한신1,27.0,202306,8,"30,000",1,7,-,-,1988,공릉로 351,-,중개거래,서울 노원구,23.07.27
1480,서울특별시 강동구 상일동,519,519,0,고덕아르테온,59.98,202306,8,"114,250",327,4,-,-,2020,고덕로 360,-,중개거래,서울 강동구,23.09.05
1481,서울특별시 강동구 상일동,521,521,0,고덕자이,48.6765,202306,8,"88,000",101,8,-,-,2021,상일로 55,-,중개거래,서울 강동구,23.09.19
1482,서울특별시 구로구 구로동,1263,1263,0,신도림롯데아파트,59.96,202306,8,"71,000",102,5,-,-,1999,새말로 31,-,중개거래,서울 구로구,23.10.13
1483,서울특별시 양천구 신월동,1023,1023,0,벽산블루밍2단지,59.822,202306,8,"59,300",205,8,-,-,2003,신정로13길 51,-,중개거래,서울 양천구,23.08.30
1484,서울특별시 은평구 수색동,415-1,415,1,e편한세상 수색 에코포레,59.895,202306,8,"53,000",105,2,-,-,2003,은평터널로 65,-,중개거래,서울 마포구 서울 은평구,23.08.30
1485,서울특별시 동대문구 휘경동,57,57,0,주공2,59.13,202306,8,"59,900",-,2,-,-,2001,한천로 248,20230614,중개거래,서울 동대문구,-
1486,서울특별시 영등포구 대림동,717,717,0,쌍용플래티넘S,18.24,202306,8,"10,500",1,5,-,-,2013,대림로29길 13,-,중개거래,서울 영등포구,23.06.15
1487,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.91,202306,8,"47,000",113,13,-,-,1990,동일로207길 17,-,중개거래,서울 노원구,23.09.04
1488,서울특별시 서초구 서초동,1593-7,1593,7,서초이오빌,36.66,202306,8,"29,600",-,14,-,-,2003,효령로53길 45,-,직거래,-,23.06.20
1489,서울특별시 마포구 용강동,380,380,0,마포용강삼성래미안,59.98,202306,8,"103,500",107,10,-,-,2003,큰우물로 28,-,중개거래,서울 마포구,23.08.25
1490,서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,59.63,202306,8,"59,000",202,1,-,-,2011,백련산로 38,-,중개거래,서울 은평구,23.08.28
1491,서울특별시 서초구 반포동,20-43,20,43,반포자이,59.971,202306,8,"212,500",131,1,-,-,2009,신반포로 270,-,중개거래,경기 수원팔달구 서울 서초구,23.09.14
1492,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202306,8,"91,800",102,20,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.29
1493,서울특별시 중구 신당동,846,846,0,신당동파라다이스,59.9,202306,8,"62,000",-,2,-,-,2000,다산로42나길 46,-,중개거래,서울 중구,23.10.25
1494,서울특별시 중랑구 묵동,13,13,0,신내,59.76,202306,8,"53,400",401,10,-,-,1996,숙선옹주로 91,-,중개거래,서울 중랑구,23.10.17
1495,서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),59.99,202306,8,"80,500",808,9,-,-,2010,길음로 33,-,중개거래,서울 강북구 서울 성북구,23.10.13
1496,서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,59.817,202306,7,"72,000",102,4,-,-,2014,시흥대로 165,-,중개거래,서울 금천구,23.10.12
1497,서울특별시 성동구 성수동1가,656-320,656,320,동아,52.5,202306,7,"127,000",12,9,-,-,1983,왕십리로 80,-,중개거래,서울 강남구,23.08.16
1498,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,202306,7,"137,500",113,8,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.08.29
1499,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.5,202306,7,"46,800",706,6,-,-,1989,공릉로59길 25,-,중개거래,서울 강동구 서울 노원구,23.07.12
1500,서울특별시 송파구 방이동,48-3,48,3,더원센트럴,17.58,202306,7,"25,100",더원센트럴,13,-,-,2020,위례성대로2길 13,-,직거래,-,23.07.03
1501,서울특별시 양천구 목동,965,965,0,목동롯데캐슬마에스트로,59.9846,202306,7,"96,000",104,8,-,-,2019,목동중앙북로8길 71,-,중개거래,서울 양천구,23.07.26
1502,서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,202306,7,"51,000",106,5,-,-,2002,벚꽃로 73,-,중개거래,서울 금천구,23.09.07
1503,서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,59.99,202306,7,"69,000",211,9,-,-,2005,길음로 119,-,중개거래,서울 성북구,23.11.17
1504,서울특별시 금천구 가산동,148-1,148,1,덕산,59.97,202306,7,"39,000",101,3,-,-,1995,시흥대로151길 45,-,중개거래,서울 금천구,23.07.18
1505,서울특별시 중랑구 묵동,122-55,122,55,로얄,55.44,202306,7,"33,000",-,2,-,-,2004,동일로156길 41,-,중개거래,서울 중랑구,23.10.16
1506,서울특별시 금천구 가산동,140-36,140,36,비즈트위트바이올렛5차,12.19,202306,7,"12,000",1,8,-,-,2014,디지털로12길 15,-,직거래,-,23.06.08
1507,서울특별시 서초구 우면동,788,788,0,호반써밋서초파크,51.89,202306,7,"88,500",404,16,-,-,2013,양재대로2길 33,-,중개거래,서울 서초구,23.08.30
1508,서울특별시 구로구 오류동,150-42,150,42,길훈,53.94,202306,7,"32,200",1,5,-,-,1986,오류로8라길 20-8,-,중개거래,서울 구로구,23.07.17
1509,서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),59.99,202306,7,"74,000",-,1,-,-,2010,길음로 33,20230704,중개거래,서울 성북구,-
1510,서울특별시 은평구 진관동,13,13,0,상림마을7단지아이파크(706~708동)BL1-3,59.81,202306,7,"63,500",708,2,-,-,2008,진관4로 47,-,직거래,-,23.08.30
1511,서울특별시 성북구 길음동,1286,1286,0,길음뉴타운9단지(래미안),59.92,202306,7,"79,900",904,9,-,-,2010,길음로9길 50,-,중개거래,서울 성북구,23.08.29
1512,서울특별시 중구 신당동,844,844,0,남산타운,59.94,202306,7,"92,500",2,12,-,-,2002,다산로 32,-,중개거래,서울 중구,23.08.11
1513,서울특별시 관악구 봉천동,1720,1720,0,벽산블루밍3차,59.8,202306,7,"74,000",601,9,-,-,2004,은천로15길 24,-,중개거래,서울 관악구,23.10.23
1514,서울특별시 서초구 반포동,1,1,0,래미안원베일리,59.96,202306,7,"269,000",109,15,-,-,2023,반포대로 333,-,중개거래,서울 서초구,24.08.14
1515,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,38.08,202306,7,"52,900",-,9,-,-,2004,마포대로 33,-,중개거래,서울 마포구,23.08.21
1516,서울특별시 서대문구 대현동,90-20,90,20,이대경우타운,12.55,202306,7,"13,500",-,3,-,-,2018,이화여대1안길 22,-,중개거래,서울 서대문구,23.06.26
1517,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202306,7,"52,000",114,10,-,-,1990,동일로207길 17,-,중개거래,서울 노원구,23.08.21
1518,서울특별시 서초구 서초동,1671-5,1671,5,대림서초리시온,45.72,202306,7,"52,200",-,9,-,-,2003,서초중앙로22길 25,-,중개거래,서울 서초구,23.07.05
1519,서울특별시 서대문구 현저동,1019,1019,0,독립문파크빌,59.4,202306,7,"53,500",103,2,-,-,2000,통일로 279-75,-,중개거래,서울 서대문구,23.07.31
1520,서울특별시 강동구 길동,456-4,456,4,다성이즈빌,20.85,202306,7,"25,000",-,9,-,-,2018,천호대로175길 14,-,직거래,-,23.06.07
1521,서울특별시 강남구 역삼동,757,757,0,역삼래미안,59.53,202306,7,"185,000",112,8,-,-,2005,선릉로69길 19,-,중개거래,서울 강남구,23.07.28
1522,서울특별시 은평구 갈현동,540,540,0,우남,59.92,202306,7,"37,500",101,5,-,-,1998,서오릉로 258,-,중개거래,서울 은평구,23.10.13
1523,서울특별시 동대문구 장안동,329-2,329,2,장안힐스테이트,59.885,202306,7,"77,500",1003,20,-,-,2007,장안벚꽃로1길 7,-,중개거래,서울 동대문구,23.09.15
1524,서울특별시 동대문구 장안동,329-2,329,2,장안힐스테이트,59.885,202306,7,"77,500",-,20,-,-,2007,장안벚꽃로1길 7,20230721,중개거래,서울 동대문구,-
1525,서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,59.97,202306,7,"109,500",502,14,-,-,2019,고덕로80길 99,-,중개거래,서울 강동구,23.10.13
1526,서울특별시 구로구 구로동,749-30,749,30,(749-30),50.44,202306,7,"19,000",-,5,-,-,1998,구로동로20길 58-19,-,중개거래,서울 구로구,23.09.20
1527,서울특별시 구로구 구로동,716-25,716,25,(716-25)우진빌라1차A,48.4,202306,7,"23,000",A,5,-,-,2000,구로동로15길 5-3,-,중개거래,서울 구로구,23.09.19
1528,서울특별시 구로구 구로동,103-6,103,6,구로오네뜨시티,25.07,202306,7,"24,000",-,14,-,-,2022,가마산로 271,-,중개거래,서울 구로구,23.06.30
1529,서울특별시 마포구 창전동,444,444,0,서강예가,59.983,202306,7,"108,000",101,2,-,-,2007,독막로 145,-,중개거래,서울 마포구,23.08.31
1530,서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,59.88,202306,7,"51,000",125,5,-,-,2005,솔샘로 120,-,중개거래,서울 성북구,23.10.10
1531,서울특별시 동대문구 답십리동,990,990,0,두산,59.96,202306,7,"66,000",108,9,-,-,2000,답십리로56길 21,-,중개거래,서울 동대문구,23.09.07
1532,서울특별시 강서구 방화동,880,880,0,치현마을동일스위트리버,59.9813,202306,7,"53,500",102,3,-,-,2004,금낭화로24가길 28,-,중개거래,서울 강서구,23.09.06
1533,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,7,"122,000",119,17,-,-,2019,고덕로 333,-,중개거래,서울 강동구,23.08.07
1534,서울특별시 강서구 방화동,839,839,0,방화그린,39.76,202306,7,"43,000",214,11,-,-,1993,방화대로48길 40,-,중개거래,서울 강서구,23.09.26
1535,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,59.98,202306,7,"92,500",104,4,-,-,2005,강서로 348,-,중개거래,서울 강서구,23.08.04
1536,서울특별시 노원구 월계동,781,781,0,청백4,39.84,202306,7,"33,000",402,12,-,-,1998,월계로45가길 94,-,중개거래,서울 노원구,23.09.07
1537,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202306,7,"114,000",101동,2,-,-,2019,통일로 230,-,중개거래,서울 종로구,23.06.19
1538,서울특별시 양천구 신정동,1259,1259,0,신트리1,49.95,202306,7,"60,000",109,13,-,-,1999,신정로 293,-,중개거래,서울 양천구,23.09.25
1539,서울특별시 동작구 사당동,1139,1139,0,사당자이,60.0,202306,7,"79,000",106,22,-,-,1999,사당로2가길 102,-,중개거래,서울 동작구,23.10.05
1540,서울특별시 동대문구 용두동,795,795,0,이편한세상청계센트럴포레,59.96,202306,7,"105,000",501,11,-,-,2021,무학로 91,-,중개거래,서울 강서구 서울 동대문구,23.10.31
1541,서울특별시 동대문구 용두동,795,795,0,이편한세상청계센트럴포레,59.96,202306,7,"105,000",-,11,-,-,2021,무학로 91,20230705,중개거래,서울 동대문구,-
1542,서울특별시 동대문구 용두동,795,795,0,이편한세상청계센트럴포레,59.96,202306,7,"114,500",-,11,-,-,2021,무학로 91,20231004,중개거래,서울 동대문구,-
1543,서울특별시 강서구 화곡동,1148,1148,0,우장산롯데,59.97,202306,7,"58,000",102,8,-,-,2004,우장산로 92,-,중개거래,서울 강서구,23.11.30
1544,서울특별시 성동구 마장동,818,818,0,현대,59.91,202306,7,"76,500",103,12,-,-,1998,살곶이길 50,-,중개거래,서울 성동구,23.10.31
1545,서울특별시 영등포구 영등포동1가,29,29,0,여의도의아침,12.09,202306,7,"10,000",-,10,-,-,2012,경인로114길 12,-,중개거래,서울 관악구,23.06.08
1546,서울특별시 강동구 천호동,320,320,0,다성이즈빌(320),57.78,202306,7,"62,500",-,3,-,-,2017,올림픽로89길 39-4,-,직거래,-,23.09.20
1547,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),41.3,202306,7,"48,000",714,7,-,-,1988,동일로 1456,-,중개거래,서울 노원구,23.08.21
1548,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),32.39,202306,7,"36,500",404,6,-,-,1988,동일로214길 21,-,중개거래,서울 노원구,23.08.02
1549,서울특별시 광진구 광장동,576,576,0,광장현대9단지,59.97,202306,7,"100,000",903,9,-,-,1999,아차산로69길 19,-,중개거래,서울 광진구,23.07.31
1550,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울아파트,41.26,202306,7,"49,500",10,5,-,-,1981,시흥대로47길 43,-,중개거래,서울 금천구,23.08.25
1551,서울특별시 동작구 신대방동,713,713,0,롯데낙천대,55.4561,202306,6,"69,500",103,4,-,-,2003,여의대방로10길 38,-,중개거래,서울 동작구,23.08.14
1552,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),49.94,202306,6,"44,500",1205,1,-,-,1988,한글비석로 530,-,중개거래,서울 노원구 서울 동대문구,23.06.29
1553,서울특별시 광진구 자양동,642,642,0,자양현대5,59.72,202306,6,"98,000",503,11,-,-,1998,뚝섬로54길 74,-,중개거래,서울 광진구,23.09.06
1554,서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,59.9927,202306,6,"67,500",107,4,-,-,2006,월계로45길 21,-,중개거래,서울 노원구,23.08.18
1555,서울특별시 은평구 진관동,101,101,0,박석고개1단지힐스테이트(101~111동)BL2-12,59.85,202306,6,"73,500",107,10,-,-,2009,진관1로 21-9,-,중개거래,서울 은평구,23.10.05
1556,서울특별시 강남구 역삼동,754,754,0,개나리래미안,59.95,202306,6,"184,000",106,4,-,-,2006,역삼로 306,-,중개거래,서울 강남구,23.08.31
1557,서울특별시 노원구 상계동,1255,1255,0,은빛1단지,39.7,202306,6,"30,000",105,3,-,-,1998,동일로245길 162,-,중개거래,서울 노원구,23.07.10
1558,서울특별시 영등포구 신길동,261-22,261,22,신길레전드힐스,13.74,202306,6,"9,900",레전드힐스,8,-,-,2013,가마산로 468,-,중개거래,서울 영등포구,23.06.12
1559,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202306,6,"171,000",316,20,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.27
1560,서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,59.63,202306,6,"68,500",201,4,-,-,2011,백련산로 38,-,중개거래,서울 은평구,23.09.08
1561,서울특별시 서초구 잠원동,63-2,63,2,신반포청구,59.91,202306,6,"175,000",102,9,-,-,1998,신반포로33길 66,-,중개거래,서울 서초구,23.08.10
1562,서울특별시 서초구 잠원동,59-3,59,3,잠원현대훼밀리,59.56,202306,6,"152,000",-,15,-,-,1997,신반포로 261,-,중개거래,서울 서초구,23.07.31
1563,서울특별시 은평구 응암동,769,769,0,녹번역e편한세상캐슬,59.96,202306,6,"92,000",132,9,-,-,2021,은평로 220,-,중개거래,서울 은평구,23.08.30
1564,서울특별시 동대문구 이문동,225,225,0,대림e-편한세상,59.958,202306,6,"69,500",117,15,-,-,2003,한천로63길 10,-,중개거래,"서울 동대문구, 서울 성북구",23.07.10
1565,서울특별시 마포구 중동,392,392,0,마포중동현대,59.88,202306,6,"68,500",104,12,-,-,2001,성암로 91,-,중개거래,서울 마포구,23.10.26
1566,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,59.98,202306,6,"92,800",109,13,-,-,2005,강서로 348,-,중개거래,서울 강서구,23.10.05
1567,서울특별시 서초구 서초동,1445-13,1445,13,서초쌍용플래티넘,56.0,202306,6,"72,500",서초쌍용플래티넘,15,-,-,2006,서초중앙로 18,-,중개거래,서울 서초구,23.08.03
1568,서울특별시 도봉구 창동,809,809,0,금용,59.97,202306,6,"41,500",-,7,-,-,1997,우이천로 200,-,중개거래,서울 도봉구,23.09.18
1569,서울특별시 성북구 석관동,10,10,0,두산,59.97,202306,6,"65,000",105,10,-,-,1998,화랑로48길 16,-,중개거래,서울 성북구,23.12.15
1570,서울특별시 도봉구 창동,347,347,0,창동주공3단지(해등마을),58.01,202306,6,"63,300",315동,9,-,-,1990,해등로 50,-,중개거래,서울 도봉구,23.07.10
1571,서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,202306,6,"42,000",602,6,-,-,1996,신내로19길 42,-,중개거래,서울 중랑구,23.09.01
1572,서울특별시 성동구 마장동,818,818,0,현대,59.91,202306,6,"75,700",101,21,-,-,1998,살곶이길 50,-,중개거래,서울 성동구,23.10.04
1573,서울특별시 송파구 장지동,879,879,0,송파더센트레,51.77,202306,6,"94,800",2204,15,-,-,2013,위례광장로 163,-,중개거래,서울 송파구,23.09.08
1574,서울특별시 성북구 길음동,1280-1,1280,1,길음뉴타운3단지푸르지오,59.77,202306,6,"63,700",306,2,-,-,2005,길음로13길 39,-,중개거래,서울 성북구,23.10.31
1575,서울특별시 서초구 서초동,1311-10,1311,10,서초푸르지오써밋,59.92,202306,6,"198,000",102,4,-,-,2017,서운로 201,-,중개거래,서울 서초구,23.08.17
1576,서울특별시 양천구 목동,904,904,0,목동신시가지4,48.69,202306,6,"116,500",401,14,-,-,1986,목동서로 130,-,중개거래,서울 양천구,23.09.06
1577,서울특별시 양천구 목동,911,911,0,목동신시가지6,47.94,202306,6,"121,000",610,12,-,-,1986,목동동로 430,-,중개거래,서울 양천구,23.07.28
1578,서울특별시 용산구 이촌동,402,402,0,강촌,59.12,202306,6,"139,000",109,3,-,-,1998,이촌로87길 14,-,중개거래,서울 용산구,23.10.05
1579,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),45.9,202306,6,"36,000",1001,13,-,-,1988,노원로 564,-,직거래,-,23.07.19
1580,서울특별시 강서구 마곡동,1525,1525,0,마곡푸르지오,59.87,202306,6,"85,000",104,7,-,-,2008,방화대로34길 88,-,중개거래,서울 강서구,23.09.22
1581,서울특별시 마포구 용강동,380,380,0,마포용강삼성래미안,59.99,202306,6,"109,500",103,7,-,-,2003,큰우물로 28,-,중개거래,서울 마포구,23.07.07
1582,서울특별시 강남구 수서동,736,736,0,신동아,39.51,202306,6,"97,700",708,15,-,-,1992,광평로47길 17,-,중개거래,서울 강남구,23.10.31
1583,서울특별시 종로구 효제동,65-2,65,2,포레스트힐시티,15.879,202306,6,"17,300",포레스트힐시티,5,-,-,2017,대학로 33,-,중개거래,서울 종로구,23.07.21
1584,서울특별시 금천구 가산동,769,769,0,두산,59.84,202306,6,"62,000",110,24,-,-,1998,가산로 99,-,중개거래,서울 금천구,23.08.31
1585,서울특별시 동작구 대방동,503,503,0,주공2,59.97,202306,6,"90,000",204,5,-,-,1995,여의대방로44길 47,-,중개거래,서울 동작구,23.08.14
1586,서울특별시 서초구 서초동,1311-10,1311,10,서초푸르지오써밋,59.92,202306,6,"210,000",104,21,-,-,2017,서운로 201,-,중개거래,서울 마포구 서울 서초구,23.09.22
1587,서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,59.73,202306,6,"61,000",103,15,-,-,1997,양천로66길 6,-,중개거래,서울 강서구,23.07.25
1588,서울특별시 송파구 거여동,696,696,0,e편한세상송파파크센트럴,59.96,202306,6,"112,000",204,19,-,-,2021,오금로 551,-,중개거래,서울 송파구,23.07.24
1589,서울특별시 송파구 거여동,290,290,0,거여1단지,39.6,202306,6,"58,000",104,10,-,-,1997,양산로8길 8,-,중개거래,서울 송파구,23.10.31
1590,서울특별시 노원구 상계동,740,740,0,상계주공2(고층),32.39,202306,6,"38,750",204,6,-,-,1987,동일로215길 23,-,중개거래,서울 노원구,23.08.11
1591,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202306,6,"53,400",114,6,-,-,1990,동일로207길 17,-,중개거래,서울 노원구,23.09.08
1592,서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,202306,6,"108,000",102,15,-,-,2017,난계로 100,-,중개거래,서울 강남구 서울 성동구,23.07.24
1593,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202306,6,"113,000",211,15,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.08.29
1594,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,202306,6,"41,800",523,10,-,-,2004,금하로 816,-,중개거래,서울 금천구,23.07.31
1595,서울특별시 성북구 상월곡동,101,101,0,동아에코빌,59.95,202306,6,"54,800",113,13,-,-,2003,장월로1길 28,-,중개거래,서울 성북구,24.02.20
1596,서울특별시 강북구 미아동,813,813,0,래미안트리베라1단지,59.6,202306,6,"67,000",122,15,-,-,2010,삼양로19길 25,-,중개거래,서울 강북구,23.08.02
1597,서울특별시 노원구 상계동,740,740,0,상계주공2(고층),58.01,202306,6,"61,000",210,4,-,-,1987,동일로215길 23,-,중개거래,서울 노원구,23.06.09
1598,서울특별시 영등포구 양평동1가,20,20,0,신동아,50.81,202306,6,"64,800",3,1,-,-,1982,영등포로12길 8,-,중개거래,서울 영등포구,23.07.07
1599,서울특별시 구로구 구로동,1265,1265,0,구로두산,44.64,202306,6,"42,000",103,12,-,-,1998,도림로 59,-,중개거래,서울 구로구,23.10.10
1600,서울특별시 구로구 구로동,1259,1259,0,구일우성,59.44,202306,6,"51,000",201,19,-,-,1998,구일로2길 60,-,중개거래,서울 구로구,23.08.14
1601,서울특별시 중구 신당동,843,843,0,삼성,59.97,202306,6,"86,500",109,7,-,-,1999,청구로1길 23,-,중개거래,서울 중구,23.08.10
1602,서울특별시 성북구 장위동,323,323,0,꿈의숲아이파크,59.49,202306,6,"85,000",705,21,-,-,2022,돌곶이로40길 46,-,중개거래,서울 성북구,23.06.27
1603,서울특별시 서대문구 남가좌동,385,385,0,DMC파크뷰자이3단지,59.981,202306,6,"90,000",305,3,-,-,2015,가재울미래로 2,-,중개거래,서울 서대문구,23.09.05
1604,서울특별시 성북구 상월곡동,101,101,0,동아에코빌,59.95,202306,6,"55,300",115,17,-,-,2003,장월로1길 28,-,중개거래,서울 성북구,23.08.25
1605,서울특별시 영등포구 당산동4가,94-1,94,1,당산삼성2차,59.76,202306,6,"89,950",201,21,-,-,1997,당산로36길 12,-,중개거래,서울 영등포구,23.08.16
1606,서울특별시 은평구 수색동,415-1,415,1,e편한세상 수색 에코포레,59.895,202306,6,"57,500",101,4,-,-,2003,은평터널로 65,-,중개거래,서울 은평구,23.08.10
1607,서울특별시 성동구 행당동,349,349,0,서울숲 한신 더 휴,59.91,202306,6,"105,000",108,15,-,-,2003,고산자로 164,-,중개거래,서울 성동구,23.08.31
1608,서울특별시 구로구 개봉동,478,478,0,한진,59.95,202306,6,"47,500",113,2,-,-,2000,개봉로3길 87,-,중개거래,서울 구로구,23.09.07
1609,서울특별시 마포구 서교동,487,487,0,대우미래사랑,34.29,202306,6,"28,500",-,6,-,-,2005,월드컵북로5나길 18,-,중개거래,서울 마포구,23.08.01
1610,서울특별시 마포구 성산동,446,446,0,성산시영(유원),59.43,202306,6,"110,000",14,6,-,-,1986,월드컵북로 235,-,중개거래,서울 마포구 서울 중구,23.08.25
1611,서울특별시 구로구 개봉동,481,481,0,현대,59.94,202306,6,"55,700",104,1,-,-,2001,개봉로20길 6,-,중개거래,서울 구로구,23.09.27
1612,서울특별시 구로구 신도림동,643,643,0,동아1,59.978,202306,6,"87,000",111,2,-,-,1999,신도림로 87,-,중개거래,서울 구로구,23.09.13
